COMID,totco2g_m2_day_fill
24125131,0.026952824
24125133,0.025242044
24125135,0.015301109
24125137,0
24125139,0.00362712
24125141,0.022233471
24125143,0.013461483
24125145,0.01596901
24125147,0.010153458
24125149,0.014050174
24125151,0.008832477
24125153,0.006849972
24125155,0.00284304
24125157,0.006171021
24125159,0.002794488
24125161,0.017688138
24125163,0.002290991
24125165,0.005701462
24125167,0.003738696
24125169,0
24125171,0.008431673
24125173,0.0016358
24125175,0.001818126
24125177,0.002688275
24125179,0.004044877
24125181,0.001096542
24125183,0.007571385
24125185,0.012499111
24125187,33.26519012
24125189,30.81932259
24125191,38.59804663
24125193,33.07256685
24125195,120.9070358
24125197,0.065819404
24125199,2.745606642
24125201,0.257600741
24125203,0.418383252
24125205,0.09666575
24125207,0.400760282
24125209,0.498959036
24125211,1.679804367
24125213,0.462806914
24125215,0.905248413
24125217,1.575215782
24125219,1.222413361
24125221,2.705950808
24125223,1.581339861
24125225,2.546235162
24125227,3.988431914
24125229,10.37514887
24125231,2.551590271
24125233,5.02367158
24125235,3.462159964
24125237,3.261549803
24125239,1.092328357
24125241,0.435309415
24125243,108.2443161
24125245,1.536738757
24125247,1.153370484
24125249,1.811458364
24125251,3.191080643
24125253,2.791812219
24125255,4.204384222
24125257,210.0941467
24125257,210.0941467
24125259,8.458871016
24125261,12.33420677
24125263,13.81003101
24125265,7.556212085
24125267,3.628666447
24125269,4.319033353
24125271,4.578318168
24125273,8.317155108
24125275,1.838017633
24125277,3.110439571
24125279,0.385912865
24125285,0.00751756
24125287,0.007789406
24125289,0.6235286
24125291,0.003653906
24125293,0.007918181
24125295,0.004962646
24125297,0.150164202
24125301,234.476944
24125303,82.46644737
24125305,70.76066358
24125307,66.23575859
24125309,75.35332522
24125311,34.84932191
24125313,7.658957412
24125315,61.50971873
24125317,50.25224175
24125319,84.97043051
24125321,72.23196012
24125323,22.99757416
24125325,34.51703011
24125327,25.39987871
24125329,93.51700757
24125331,83.44582476
24125333,128.8794042
24125335,22.46375079
24125337,87.70734032
24125339,25.09703852
24125341,51.14696889
24125343,8.589281859
24125345,20.73490627
24125347,7.613211009
24125349,88.73345947
24125351,10.62490559
24125353,5.644869813
24125355,5.281561517
24125357,11.20948175
24125359,16.06467946
24125361,30.54782187
24125363,39.68005566
24125365,21.28962193
24125367,71.45277405
24125369,150.9839478
24125371,26.12253789
24125373,16.84444078
24125375,4.964703878
24125377,1.719192401
24125379,65.42901554
24125381,70.37568665
24125383,46.03647614
24125385,72.81434631
24125387,112.6822281
24125389,82.51123047
24125391,84.15657806
24125393,75.99334717
24125395,40.12801667
24125397,47.12656208
24125399,88.60366821
24125401,80.14797211
24125403,38.42779692
24125405,56.96463428
24125407,52.34108716
24125409,55.10170939
24125411,74.13266754
24125413,95.37858582
24125415,41.98583957
24125417,64.69804501
24125419,57.62549509
24125421,37.10563614
24125423,51.6424957
24125425,141.7170305
24125427,177.2404608
24125429,200.0905401
24125431,161.6728668
24125433,134.9048157
24125435,177.8955852
24125437,226.8996783
24125439,153.632123
24125441,254.5744399
24125443,210.2214813
24125445,164.7650299
24125447,271.3127441
24125449,269.3288879
24125451,168.2888794
24125453,334.8233614
24125455,328.0791232
24125457,204.2399597
24125459,271.3250427
24125461,249.4356232
24125463,207.5693054
24125465,170.9105871
24125467,272.3126526
24125469,228.9717255
24125471,198.4593479
24125473,65.22605526
24125475,152.909626
24125477,332.5050356
24125479,230.8405571
24125481,302.0824585
24125483,278.4819687
24125485,181.650589
24125487,139.0444333
24125489,144.0414208
24125491,171.4458926
24125493,223.0359027
24125495,179.3786675
24125497,125.3181666
24125499,170.8721174
24125501,154.4773407
24125503,135.582353
24125505,139.8435791
24125507,219.7284804
24125509,179.0937347
24125511,91.62525715
24125513,65.39683203
24125515,81.4347484
24125517,24.08313914
24125519,134.4471436
24125521,16.42525188
24125523,22.35576328
24125525,32.72636979
24125527,27.45616006
24125529,22.77551355
24125531,30.43309107
24125533,16.20488461
24125535,21.08452227
24125537,5.198857396
24125539,62.25873337
24125541,24.06590573
24125543,13.98105284
24125545,64.82139929
24125547,13.17116528
24125549,170.0325814
24125551,24.6912043
24125553,31.89402303
24125555,13.44153471
24125557,11.05384075
24125559,19.99234948
24125561,42.19604964
24125563,23.22029273
24125565,5.288190621
24125567,199.723526
24125569,203.2393899
24125571,168.3474884
24125573,146.2867493
24125575,167.4552207
24125577,165.8445707
24125581,239.9285331
24125583,176.4942582
24125585,238.4842301
24125587,155.0054271
24125589,365.8315549
24125591,224.7955017
24125593,247.522583
24125595,265.1263428
24125597,230.0381819
24125599,255.8635999
24125601,281.5991653
24125603,402.2090892
24125605,253.4973283
24125607,259.544267
24125609,263.1714616
24125611,250.5697937
24125613,239.3748779
24125615,235.347681
24125617,211.6494283
24125619,371.1152168
24125621,209.9956512
24125623,256.7752075
24125625,233.9466077
24125627,263.9423523
24125629,131.9768141
24125631,164.9947252
24125633,104.7322848
24125635,215.2886499
24125637,244.0417955
24125639,236.1208171
24125641,77.30618062
24125643,71.96837696
24125645,146.4113042
24125647,135.4799864
24125649,49.22379861
24125651,183.3664856
24125653,8.282379279
24125655,10.1077573
24125657,31.35675815
24125659,6.688608339
24125661,13.90590677
24125663,195.7577963
24125665,51.62019479
24125667,49.47112296
24125669,20.06199388
24125671,190.7695007
24125673,49.17634833
24125675,52.05321919
24125677,53.03065362
24125679,33.95634466
24125681,22.20605942
24125683,31.05803001
24125685,59.07369292
24125687,181.8570948
24125689,194.6513824
24125691,13.5092828
24125693,10.00671968
24125695,87.9391194
24125697,101.6744479
24125699,12.42525176
24125701,42.7983672
24125703,24.5229949
24125705,187.8880667
24125707,166.6075816
24125709,88.83142451
24125711,228.7512817
24125713,25.51246671
24125715,238.9929712
24125717,30.3128111
24125719,146.0625641
24125721,43.57317018
24125723,20.16470419
24125725,8.97984316
24125727,100.6746363
24125729,31.98832139
24125731,98.48869406
24125733,26.04065064
24125735,52.91917017
24125737,75.44041898
24125739,52.0858597
24125741,27.07937909
24125743,130.0375137
24125745,131.2164185
24125747,24.76762389
24125749,56.85993945
24125751,39.15502265
24125753,43.05919019
24125755,103.8272562
24125757,20.92381244
24125759,60.9066753
24125761,167.1703091
24125763,32.9253782
24125765,51.47774328
24125767,11.57559871
24125769,172.3104909
24125771,155.2251667
24125773,256.3221176
24125775,130.6973326
24125777,366.0653472
24125779,141.9685027
24125781,134.2332042
24125783,148.2391779
24125785,159.1010051
24125787,125.1619731
24125789,168.3860574
24125793,255.7445405
24125795,221.5462786
24125797,172.0108407
24125799,177.6802859
24125801,129.6478757
24125803,118.553417
24125805,174.8880804
24125807,258.3082444
24125809,241.1797957
24125811,138.2410627
24125813,240.60111
24125815,69.53136179
24125817,126.5168253
24125819,139.0093544
24125821,165.6585529
24125823,145.9428673
24125825,120.4940927
24125827,145.3453804
24125829,133.1774847
24125831,104.4991217
24125833,212.4736481
24125835,136.7136536
24125837,137.4705658
24125839,206.9376221
24125841,162.5842133
24125843,137.0480804
24125845,154.686676
24125847,214.5418091
24125849,175.7386932
24125851,211.0336609
24125853,176.9161987
24125855,139.773254
24125857,143.6802673
24125859,186.7187677
24125861,20.15223433
24125863,182.2969295
24125865,97.29220379
24125867,5.792390409
24125869,134.2546339
24125871,181.1052452
24125873,272.9058452
24125875,279.7529589
24125877,200.2101112
24125879,95.98963142
24125881,438.0458679
24125883,53.98420246
24125885,275.1241269
24125887,593.378387
24125889,200.2954219
24125891,107.7346653
24125893,250.1339569
24125895,77.62115308
24125897,57.9472007
24125899,42.30528544
24125901,94.01541559
24125903,321.982899
24125905,22.17105012
24125907,46.00053406
24125909,0.225141504
24125911,31.49063301
24125913,77.28329468
24125915,1.23095797
24125917,1.2639041
24125919,5.232317078
24125921,14.72891197
24125923,45.66084537
24125925,145.8924103
24125927,30.99421501
24125929,49.12062454
24125931,26.43917847
24125933,44.20246146
24125935,106.8390045
24125937,0.907038185
24125939,67.325046
24125941,112.8948291
24125943,13.30341977
24125945,53.36661862
24125947,484.3125313
24125949,97.06252556
24125951,57.65529112
24125953,77.41351318
24125955,97.13414874
24125957,286.5617981
24125959,119.6962778
24125961,13.20671955
24125963,0.398805897
24125965,29.71802902
24125967,66.97988129
24125969,11.09569813
24125971,178.5858023
24125973,160.6944885
24125975,84.03356934
24125977,65.42613983
24125979,48.45447159
24125981,103.5315857
24125983,116.1518097
24125985,57.89425278
24125987,16.35632509
24125989,75.99181685
24125991,75.73229832
24125993,21.03237131
24125995,24.8512516
24125997,17.33260619
24125999,173.0050849
24126001,51.65291772
24126003,247.8400671
24126005,146.5804343
24126007,188.4636349
24126009,44.95622913
24126011,90.37625886
24126013,155.8202362
24126015,58.74735641
24126017,66.04386902
24126019,0.827653702
24126021,22.85143837
24126023,85.69812689
24126025,54.16702309
24126027,70.57120264
24126029,105.8376283
24126031,2.274063511
24126033,59.70768733
24126035,114.3851205
24126037,22.24047429
24126039,19.34632758
24126041,15.83266726
24126043,26.44959366
24126045,17.6013049
24126047,199.3973999
24126049,10.22672199
24126051,24.77648356
24126053,8.738368964
24126055,217.7147038
24126057,206.4143559
24126059,141.2077827
24126061,207.1315311
24126063,176.854481
24126065,250.21545
24126067,163.6293508
24126069,237.1507982
24126071,208.9561959
24126073,176.043685
24126075,174.4417567
24126077,183.9652732
24126079,241.8179321
24126081,295.5657103
24126083,291.0300086
24126085,186.5666461
24126087,150.0919882
24126089,109.3290076
24126091,174.6048284
24126093,20.739199
24126095,274.0929565
24126097,86.29234008
24126099,400.8271709
24126101,341.4716864
24126101,341.4716864
24126103,66.27653503
24126105,104.2545471
24126107,113.1220093
24126109,153.2693024
24126111,194.4410095
24126113,191.2832489
24126115,182.5512238
24126117,53.04265976
24126119,77.8258667
24126121,33.69517136
24126123,128.3754578
24126125,117.7931671
24126127,47.82534379
24126129,129.6835482
24126131,15.13777406
24126133,22.98101265
24126135,6.722229607
24126137,32.28762976
24126139,34.1866418
24126141,88.89838689
24126143,19.1901127
24126145,22.58485417
24126147,79.3067572
24126149,45.59972854
24126151,155.9387512
24126153,132.3909804
24126155,21.51699888
24126157,82.62301801
24126159,228.38573
24126161,90.45579144
24126163,60.09203995
24126165,87.65093077
24126167,115.5512976
24126169,225.5136108
24126171,94.60500336
24126173,186.2575531
24126175,71.46263885
24126177,62.92047119
24126179,138.8339233
24126181,178.9878998
24126183,178.9689484
24126185,47.22598267
24126187,1.436775639
24126189,20.49783882
24126191,51.66378069
24126193,79.5853808
24126195,32.71546017
24126197,30.4143243
24126199,20.43533185
24126201,133.1282959
24126203,28.98760547
24126205,72.31552958
24126207,22.41692111
24126209,63.2487913
24126211,23.70242665
24126213,12.96030081
24126215,17.32180968
24126217,13.93426357
24126219,101.9235846
24126221,23.36067155
24126223,129.968985
24126225,138.8626769
24126227,61.21506049
24126229,108.3619027
24126231,106.1922349
24126233,21.39537584
24126235,64.58070685
24126237,17.43766311
24126239,74.84736519
24126241,20.59583003
24126243,197.9088456
24126245,128.521931
24126247,16.60503588
24126249,611.4777012
24126251,77.33092466
24126253,159.0940788
24126255,53.17736952
24126257,160.0930547
24126259,70.80258239
24126261,78.49245317
24126263,233.0863594
24126265,58.79900299
24126267,4.859315617
24126269,96.55748983
24126271,226.793923
24126273,219.6763305
24126275,97.49820436
24126277,86.38337105
24126279,42.78935751
24126281,21.12941896
24126283,44.37628148
24126285,32.56738436
24126287,21.70923496
24126289,40.48700306
24126291,18.24843783
24126293,179.4213793
24126295,77.12451069
24126297,44.76308803
24126299,67.30645603
24126301,81.38329913
24126303,157.9555233
24126305,108.5819142
24126307,3.242399587
24126309,67.26169324
24126311,15.95893203
24126313,315.7206421
24126315,94.25340093
24126317,428.1910146
24126319,358.5327148
24126321,67.25929633
24126323,94.33694138
24126323,94.33694138
24126325,200.8140894
24126327,68.42286661
24126329,539.2530832
24126331,61.04240563
24126333,28.40117009
24126335,25.9052407
24126337,10.61602015
24126339,28.02013219
24126341,11.22303831
24126343,9.026194682
24126345,11.99081441
24126347,9.236302169
24126349,104.6310328
24126351,143.4167712
24126353,137.1748047
24126355,73.38931217
24126357,52.92073408
24126359,186.0804583
24126361,154.5475001
24126363,101.6734026
24126365,528.7540852
24126367,5.4880925
24126369,107.2559129
24126371,450.6090284
24126373,170.8894196
24126375,112.105485
24126377,300.2446894
24126379,261.042058
24126381,149.9220885
24126383,41.48878104
24126385,133.5101045
24126387,71.54455941
24126389,203.9612436
24126391,93.6951388
24126393,56.63603081
24126395,229.8306649
24126397,13.77821404
24126399,116.5001221
24126401,29.39982877
24126403,5.071991298
24126405,9.37244463
24126407,7.85126743
24126409,1.465306548
24126411,12.09874128
24126413,7.504843496
24126415,42.33699674
24126417,3.350270796
24126419,12.03121336
24126421,8.40456349
24126423,10.63388325
24126425,9.458007394
24126427,4.916048689
24126429,17.17266593
24126431,116.2491989
24126433,4.594764932
24126435,12.50367546
24126437,35.91950028
24126439,4.084916367
24126441,10.60911465
24126443,2.996816768
24126445,4.447313017
24126447,1.373247256
24126449,203.9321442
24126451,4.288755055
24126453,90.03184509
24126455,0.778304543
24126457,2.310304432
24126459,7.975043934
24126461,7.088993106
24126463,8.628750546
24126465,7.070491488
24126467,2.869623824
24126469,7.114031908
24126471,18.08622464
24126473,48.25681014
24126475,19.70174851
24126477,131.9454346
24126479,66.33807373
24126481,50.84046936
24126483,44.51877615
24126485,27.86413117
24126487,138.2933255
24126489,33.14028225
24126491,87.4882431
24126493,113.7582295
24126495,135.5890255
24126497,189.1021283
24126499,137.0849457
24126501,57.71453511
24126503,22.59768601
24126505,96.75691032
24126507,19.02676143
24126509,33.40499288
24126511,46.1324234
24126513,34.76853898
24126515,30.07488441
24126515,30.07488441
24126517,29.71758388
24126519,35.89760088
24126521,18.76603979
24126523,23.80957801
24126525,33.16869273
24126527,81.12930881
24126529,12.09641238
24126531,12.11888121
24126533,55.86440479
24126535,28.43094586
24126537,35.35453758
24126539,30.76805469
24126541,25.42030529
24126543,6.1557656
24126545,8.315420563
24126547,10.46653175
24126549,5.249811236
24126551,7.374651149
24126553,10.26155888
24126555,2.063133365
24126557,13.83082633
24126559,79.54300852
24126561,11.56523746
24126563,6.224045872
24126565,0
24126567,0.018002097
24126569,0.030513973
24126571,0.005137661
24126573,0.017493165
24126575,0.020810973
24126577,0.007012799
24126579,0.003910338
24126581,0.001538416
24126583,0.000164067
24126585,0.024552705
24126587,0.005972747
24126589,0.015822651
24126591,0.038551876
24126593,0.089675576
24126595,0.478842413
24126597,0.506564543
24126599,0.259083833
24126601,0.060700354
24126603,0.121712373
24126605,0.154464744
24126607,0.177121406
24126609,0.464007184
24126611,0.530596035
24126613,6.723301888
24126615,0.341579977
24126617,0.258430582
24126619,0.200580485
24126621,0.479380104
24126623,1.068665973
24126625,4.574302673
24126627,0
24126629,2.75971425
24126631,2.08033832
24126633,1.162060934
24126635,6.016343042
24126637,5.629193707
24126639,9.365675776
24126641,9.270812311
24126643,8.651126808
24126645,0.04191293
24126647,2.759805202
24126649,0.143499193
24126651,3.15572615
24126653,1.858612112
24126655,0.186604914
24126657,0.19430143
24126657,0.19430143
24126659,0.494603917
24126661,0.071050553
24126663,0
24126665,104.4217224
24126667,0.133256115
24126669,0.181112614
24126671,1.201130098
24126673,0.04291968
24126675,2.512711048
24126677,0
24126679,0.660854604
24126681,0.627964401
24126683,0.270251102
24126685,0.020289146
24126687,8.867916056
24126689,13.81543724
24126691,12.95686901
24126693,8.076251507
24126695,89.78672908
24126697,9.095616714
24126699,6.882958459
24126701,49.64650058
24126703,25.64426737
24126705,47.21133096
24126707,15.17828933
24126709,3.51992817
24126711,14.30575029
24126713,3.920181337
24126715,6.207667138
24126717,6.78403838
24126719,5.178701284
24126721,0.609721486
24126723,11.91614528
24126725,26.41393366
24126727,12.42737663
24126729,13.89507956
24126731,9.571709981
24126733,10.27583977
24126735,4.30319276
24126737,4.054150421
24126739,3.196879988
24126741,8.238000218
24126743,2.058846441
24126745,0.006560678
24126747,0.018219604
24126749,0.045561891
24126751,0.058376369
24126753,0.162696982
24126755,0.090303426
24126757,0.1102529
24126759,3.345148563
24126761,0.318450704
24126763,0.711781537
24126765,0.730359095
24126767,0.296092447
24126781,98.83023834
24126783,0.224466965
24126785,106.9959946
24126787,0.162416849
24126789,0.305651926
24126791,0.436489828
24126793,0.196565674
24126795,0.874517407
24126797,0.239511678
24126799,0.238225403
24126801,0.560739996
24126803,0.398741849
24126805,0.214705442
24126807,0.781949878
24126809,1.443546184
24126811,2.870100928
24126813,2.356493408
24126815,1.695419905
24126817,1.676089516
24126819,0.015704628
24126821,3.852714871
24126823,9.418790668
24126825,17.22990716
24126827,39.51346062
24126829,8.386028139
24126831,11.60600617
24126833,14.82008958
24126835,4.868478096
24126837,4.748707867
24126839,5.22879221
24126841,23.18560911
24126843,3.638519745
24126845,2.53509912
24126847,16.9135673
24126849,17.96992022
24126851,7.264499503
24126853,12.49093353
24126855,15.51686922
24126857,3.625499798
24126859,0.536396987
24126861,13.79145779
24126863,15.83962726
24126865,9.545167564
24126867,8.085625692
24126869,11.04968085
24126871,15.99884409
24126873,9.493477302
24126875,54.10320691
24126877,14.81453497
24126879,16.3255969
24126881,17.73035433
24126883,53.10723818
24126885,34.21611897
24126887,10.45167598
24126889,60.08799227
24126891,76.47371674
24126893,16.10013631
24126895,20.44746983
24126897,10.30961112
24126899,10.42987567
24126901,42.59483116
24126903,20.11193509
24126905,11.23969179
24126907,8.737363069
24126909,27.22509412
24126911,14.56046466
24126913,5.426044148
24126915,16.57791903
24126917,19.1592543
24126919,14.08580169
24126921,10.95466477
24126923,10.84779266
24126925,19.13537074
24126927,97.2963307
24126929,11.18402886
24126931,9.364292383
24126933,57.74425882
24126935,10.7528324
24126937,12.44053375
24126939,32.04567322
24126941,12.10025185
24126943,13.11985532
24126945,8.130834319
24126947,9.2619369
24126949,14.18006013
24126951,15.15782445
24126953,26.68790913
24126955,26.58740598
24126957,5.821257805
24126959,19.31046255
24126961,14.51975858
24126963,540.8923389
24126965,19.18409748
24126967,18.43112695
24126969,30.43159391
24126971,14.80206855
24126973,14.62207461
24126975,17.64844971
24126977,15.72019386
24126979,16.02171766
24126981,29.45779113
24126985,32.77598934
24126987,37.21310325
24126989,8.202145162
24126991,22.39376632
24126993,15.36570238
24126995,9.291240041
24126997,29.98775761
24126999,32.89204036
24127001,22.57260305
24127005,25.69913254
24127007,13.45727547
24127009,22.35913111
24127011,18.73357107
24127013,9.92824643
24127015,11.82171146
24127017,15.6411231
24127019,25.98389837
24127021,21.35722308
24127023,14.37874696
24127025,9.470464002
24127027,44.50397947
24127029,12.16470393
24127031,11.446432
24127033,13.41591369
24127035,25.55923451
24127037,14.22059655
24127039,7.163279897
24127041,12.40450274
24127045,48.43471358
24127047,18.95028147
24127049,12.26037695
24127051,6.379183443
24127053,13.14882505
24127055,31.86217998
24127057,9.072824207
24127059,11.96006961
24127061,87.14276075
24127063,7.823801147
24127065,78.44844232
24127067,6.507315319
24127069,15.70180077
24127071,8.52391969
24127073,43.84521294
24127075,13.73923349
24127077,9.181871745
24127079,7.71862204
24127083,36.22120088
24127085,24.92756415
24127087,36.94232436
24127089,9.804617293
24127091,159.6249903
24127093,10.91503173
24127095,50.61422798
24127097,17.64631432
24127099,32.49011912
24127101,69.90057645
24127103,18.35412246
24127105,19.73100107
24127107,19.3751339
24127109,29.17588742
24127111,11.93286617
24127113,7.949728228
24127115,20.29132291
24127117,7.284457061
24127119,10.43592004
24127121,89.90478588
24127123,25.7077241
24127125,7.890202619
24127127,79.05198922
24127129,11.71134925
24127131,55.18979927
24127133,31.90154114
24127135,10.45982152
24127137,10.06317598
24127139,7.472043143
24127141,12.07495207
24127143,35.46301903
24127145,10.21531034
24127147,5.756339779
24127149,7.979917678
24127151,17.35682266
24127153,122.9162793
24127155,13.09703063
24127157,42.73441219
24127159,26.3915779
24127161,10.16385134
24127163,11.63321353
24127165,4.841187937
24127167,13.3991021
24127169,6.877473578
24127171,10.75788478
24127173,11.14348814
24127175,6.357974214
24127177,12.96273971
24127179,9.600537098
24127181,0.439676968
24127183,9.477535887
24127185,30.5032656
24127187,26.06068395
24127189,13.15440316
24127191,100.0605943
24127193,17.30075423
24127195,147.0339355
24127197,115.7011048
24127199,24.92583583
24127201,12.82041056
24127203,7.202007166
24127205,6.984260628
24127207,19.3607109
24127209,5.343896329
24127211,11.85763002
24127213,9.201332526
24127215,6.997640938
24127217,29.91457832
24127219,15.01587222
24127221,20.82093161
24127223,21.94863872
24127225,5.292045995
24127227,14.54472201
24127229,13.72545842
24127231,30.46839132
24127233,7.506183301
24127235,18.38183006
24127237,14.62268382
24127239,21.84095682
24127241,7.351889528
24127243,24.0062412
24127245,28.45144671
24127247,7.346825982
24127249,12.70491709
24127251,8.72378303
24127253,12.13123616
24127255,15.18580268
24127257,16.91983637
24127259,16.23096016
24127261,8.144188868
24127263,7.131402276
24127265,8.716723857
24127267,7.09469584
24127269,6.326245581
24127271,5.80902614
24127273,15.11136364
24127275,25.12948875
24127277,16.0048464
24127279,14.8335994
24127287,24.70323441
24127289,13.26819535
24127291,8.612772347
24127293,13.49555752
24127295,7.916873546
24127299,9.838119362
24127301,8.175512546
24127303,8.023098953
24127305,8.78958116
24127307,12.00152218
24127309,6.369385786
24127311,13.48140149
24127313,10.85233833
24127315,8.077596329
24127317,20.15264035
24127319,17.21843074
24127321,16.34607014
24127323,22.604449
24127325,9.093593717
24127327,12.69498227
24127329,61.53280796
24127331,9.926435988
24127333,46.18359181
24127335,10.96683044
24127337,31.20854061
24127339,14.95230609
24127341,14.32525463
24127343,12.83776329
24127345,19.67339874
24127347,10.8897613
24127349,9.886482858
24127351,6.60975462
24127353,16.54810457
24127355,14.40814274
24127357,8.946466953
24127359,10.3210061
24127361,9.665044407
24127363,11.16788833
24127365,10.77250499
24127367,35.24271495
24127369,9.189192707
24127371,4.613342128
24127373,0.775228642
24127375,3.676931078
24127379,23.35486928
24127381,9.588418633
24127383,11.29586285
24127385,9.019512376
24127387,6.845002401
24127389,15.40797482
24127391,11.42901269
24127393,5.2196573
24127395,4.527171134
24127397,12.60870335
24127399,10.41254397
24127401,10.29713676
24127403,12.81462761
24127405,12.06358656
24127407,3.962359585
24127409,34.6796592
24127411,19.74261073
24127413,11.18214945
24127415,0.205289548
24127417,78.28365836
24127419,38.95555678
24127421,11.72243556
24127423,8.500226385
24127425,10.81647556
24127427,14.88557557
24127429,9.184315198
24127431,13.80240994
24127433,11.5894589
24127435,2.438581787
24127437,6.129295795
24127441,4.224010048
24127443,6.408089781
24127445,8.12840335
24127447,9.719797029
24127449,19.3509795
24127451,13.96882136
24127453,26.17378997
24127455,29.21308308
24127457,14.90145868
24127459,8.285085035
24127461,8.922345916
24127463,3.959700089
24127465,21.91160333
24127467,2.56464894
24127471,12.97214357
24127473,6.1884698
24127475,3.787911976
24127477,4.197661054
24127479,4.436969931
24127481,43.05933893
24127483,6.780425769
24127485,10.71220336
24127487,9.98322065
24127489,19.7412826
24127491,2.052218208
24127493,8.038893806
24127495,8.597517809
24127497,12.45224552
24127499,9.104209607
24127501,6.260706491
24127503,10.03694271
24127505,7.949948155
24127507,6.849733647
24127509,6.48920451
24127511,4.180220951
24127513,5.354489686
24127515,12.67048444
24127517,9.975456626
24127519,4.820922917
24127521,1.640537002
24127523,11.09143601
24127525,7.137750199
24127527,5.553290837
24127529,2.908556756
24127531,17.94541631
24127533,0.153076977
24127535,3.805898522
24127537,5.865403272
24127539,8.564305186
24127541,3.203548742
24127543,15.92669746
24127545,5.462722324
24127547,16.49871685
24127549,7.155063764
24127551,7.385089728
24127553,49.91463852
24127555,4.527464395
24127557,5.21879101
24127559,6.327808074
24127561,7.622280663
24127563,8.099927832
24127565,5.956033366
24127567,10.24803407
24127569,3.05266151
24127571,3.841430106
24127573,4.260038921
24127575,5.623424659
24127577,2.842377879
24127579,2.408420403
24127581,7.637329783
24127583,12.58375461
24127585,10.23357285
24127587,5.504229245
24127589,4.187399164
24127591,3.127397708
24127593,4.420554053
24127595,153.8100128
24127597,6.970898896
24127599,2.52197827
24127601,6.9990191
24127603,13.98504764
24127605,0.01124303
24127607,1.759296007
24127609,4.39671049
24127611,3.418791635
24127613,8.925875862
24127615,8.562448578
24127617,1.79894985
24127619,3.121760402
24127621,14.77951827
24127623,5.446123353
24127625,2.523610316
24127627,4.627957322
24127629,3.613514094
24127631,8.440623806
24127633,88.74902344
24127635,7.209023371
24127637,2.565357004
24127639,1.600161557
24127641,3.664876171
24127643,3.939086029
24127645,0.678119364
24127647,6.326198986
24127649,6.756075813
24127651,8.636394674
24127653,5.539163013
24127655,2.649990808
24127657,5.623621826
24127659,13.47910161
24127661,4.095829888
24127663,7.040192494
24127665,4.422928133
24127667,21.4426937
24127669,146.5989075
24127671,7.545064339
24127673,3.635188898
24127675,29.55902787
24127677,12.19257588
24127679,16.17918294
24127681,3.697237234
24127683,3.152051472
24127685,14.53385113
24127687,3.055929815
24127689,4.557382474
24127691,8.311828756
24127693,4.436164671
24127695,7.561549751
24127697,4.453012954
24127699,2.338458287
24127701,9.46255871
24127703,6.682254527
24127705,8.691425301
24127707,4.723726039
24127709,6.158061473
24127711,2.856166173
24127713,28.3186506
24127717,3.484245084
24127719,3.429154664
24127721,2.774150115
24127723,0.045472318
24127725,1.105343454
24127727,4.423126586
24127729,3.483760118
24127733,4.904462551
24127735,58.64321572
24127737,0.000359289
24127739,131.0274506
24127741,5.705948159
24127743,7.023128059
24127747,11.24088899
24127749,10.91704136
24127751,3.343147533
24127753,4.218069938
24127755,5.656478442
24127757,10.32180757
24127759,3.589483715
24127761,4.273817702
24127763,25.07036711
24127765,4.95293045
24127767,4.861048251
24127769,0.010685045
24127771,8.515992437
24127773,5.541305297
24127775,2.658288756
24127777,14.86252031
24127779,5.277765264
24127781,0.012045951
24127783,2.390035139
24127785,6.026993368
24127787,6.805006748
24127789,2.018047296
24127793,20.60311335
24127795,5.149466878
24127797,3.399248252
24127799,2.667928051
24127801,7.081039941
24127803,1.455842144
24127805,2.503941755
24127807,23.21759441
24127809,2.184127059
24127813,13.08691083
24127815,15.07168092
24127817,2.934227938
24127819,11.17326497
24127821,13.7381573
24127823,11.89603681
24127825,2.020802378
24127827,5.691680988
24127829,1.923054916
24127831,14.79511799
24127833,3.520439839
24127835,4.080198894
24127837,2.216642128
24127839,3.726874105
24127841,3.366617828
24127843,1.880109752
24127845,1.634184226
24127847,2.858957747
24127849,2.649876897
24127851,2.361605423
24127853,12.8914249
24127855,7.932648113
24127857,6.320997622
24127859,1.71295926
24127861,4.924067332
24127863,18.65230043
24127865,1.605753814
24127867,1.473582426
24127869,0.103168302
24127871,25.75810241
24127873,8.679502355
24127875,14.7460274
24127879,0.548037055
24127881,13.79960217
24127885,3.748847693
24127887,2.337451935
24127889,21.98745007
24127891,14.45786129
24127893,2.241938353
24127895,0.312030633
24127897,0.167995217
24127899,3.749860525
24127901,3.406882371
24127903,7.769910433
24127905,6.011130608
24127907,3.059927978
24127909,7.008355968
24127913,22.70033986
24127915,18.28392132
24127917,1.925344586
24127921,86.6756324
24127923,1.087649584
24127925,2.658064358
24127927,64.26426868
24127929,7.384192161
24127931,62.75636123
24127933,3.950652361
24127935,2.271682835
24127937,3.160627905
24127939,1.248939572
24127941,8.921581446
24127943,4.234611952
24127945,3.390686407
24127947,5.533270838
24127949,11.57705001
24127951,19.85287357
24127953,0.41670788
24127955,28.14872107
24127957,3.044326609
24127959,22.27403329
24127961,3.392616085
24127963,1.860954242
24127965,21.04804199
24127967,65.1119713
24127971,13.53858438
24127973,4.3988322
24127975,21.14750057
24127977,1.401769453
24127979,15.04999112
24127981,2.114478392
24127983,6.855854899
24127985,1.793542101
24127987,1.849807318
24127989,16.39391916
