"comid","tocomid","TOT_NLCD01_11","TOT_NLCD01_12","TOT_NLCD01_21","TOT_NLCD01_22","TOT_NLCD01_23","TOT_NLCD01_24","TOT_NLCD01_31","TOT_NLCD01_41","TOT_NLCD01_42","TOT_NLCD01_43","TOT_NLCD01_52","TOT_NLCD01_71","TOT_NLCD01_81","TOT_NLCD01_82","TOT_NLCD01_90","TOT_NLCD01_95","TOT_NODATA"
23797001,23796737,0,0,8.02,1.1,0.08,0.01,5.43,1.08,42.83,17.62,8.85,7.13,3.54,0.87,3.01,0.44,NA
23797003,23797001,0,0,7.85,0.72,0.03,0,4.32,0.95,50.01,19.43,9.2,5.41,0.27,0,1.75,0.06,NA
23797005,23797003,0,0,5.83,0.63,0.01,0,5.26,0.41,66.27,14.03,4.92,2.09,0,0,0.55,0,NA
23797007,23796525,0.5,0,2.35,1.73,0.63,0.46,0,5.32,0.77,4.43,0.24,0,24.18,58.93,0.19,0.26,NA
23797009,23796841,0.22,0,1.44,2.77,0.27,0.05,0.03,0.31,0.33,0.38,0.09,0.71,64.05,29.11,0.1,0.13,NA
23797011,23797009,0.19,0,1.86,1.99,0.1,0.04,0,0.19,0.79,0.42,0.21,1.67,74.11,18.42,0,0,NA
23797013,23796851,0,0,2.12,3.8,0.76,0.1,0.1,0.32,1.9,2.74,1.28,0.92,27.03,56.28,2.57,0.09,NA
23797015,23796747,0,0,1.46,0,0,0,1.23,0.3,56.34,22.21,16.99,1.46,0,0,0.01,0,NA
23797017,23797015,0,0,0,0,0,0,1.24,0.55,57.58,14.15,24.44,2.04,0,0,0,0,NA
23797019,23796515,0.17,0,4.16,3.45,0.5,0.15,0,3.39,6.89,13.71,2.12,4.6,31.44,29.07,0.29,0.08,NA
23797021,23797019,0,0,5.04,2.99,0.19,0,0,4.1,11.77,21.36,0.8,2.87,33.52,16.97,0.31,0.09,NA
23797023,23797021,0,0,4.08,0.77,0.03,0,0,3.9,17,21.53,1.4,3.66,41.7,5.41,0.45,0.06,NA
23797025,23797037,0,0,0.49,0.09,0,0,0,3.85,17.08,30.97,26.31,10.85,9.23,1.12,0,0,NA
23797027,23797037,0,0,0,0,0,0,0,1.42,47.62,22.6,24.35,4,0,0,0,0,NA
23797029,23796539,0,0,2.97,0,0,0,0,0,86.71,10.31,0,0,0,0,0,0,NA
23797031,23796901,0,0,2.69,0,0,0,1.7,0.73,78.96,14.45,0.46,1.01,0,0,0,0,NA
23797033,23797035,0,0,0.13,0,0,0,0,2.38,92.23,4.26,1,0,0,0,0,0,NA
23797035,23796903,0,0,0.02,0,0,0,0,0.55,88.54,10.48,0.39,0.02,0,0,0,0,NA
23797037,23796537,0,0,0.22,0.03,0,0,0,3.04,20.03,28.14,29.05,12.27,4.83,0.42,1.1,0.86,NA
23797039,23796563,0,0,1.96,0,0,0,0,16.23,78.84,2.75,0.22,0,0,0,0,0,NA
23797041,23797045,0,0,2.38,0,0,0,0,5.81,81.22,5.51,4.69,0.37,0,0,0,0,NA
23797043,23796535,0,0,1.68,0.22,0.05,0.02,0.52,1.39,41.95,20.53,13.14,10.04,9.18,0.55,0.72,0,NA
23797045,23796561,0,0,1.41,0,0,0,0,5.39,72.31,17.89,2.78,0.22,0,0,0,0,NA
23797047,23797053,0,0,0.27,0.84,0.04,0.09,0,4.25,5.22,7.13,0.58,0.27,54.63,26.69,0,0,NA
23797049,23797053,0,0,3.53,0.35,0.15,0.03,0,4.82,8.04,15.34,2.33,7.22,51.77,6.2,0,0.22,NA
23797051,23797067,0.27,0,3.85,0.82,0.05,0,0,2.09,6.92,7.25,0.33,0.49,33.02,44.62,0.27,0,NA
23797053,23797067,0,0,2.84,0.49,0.12,0.04,0,4.66,7.33,13.33,1.91,5.55,52.15,11.41,0,0.17,NA
23797055,23796533,0,0,1.55,0.44,0,0,0,7.25,12.95,26.98,6.08,26.21,15.96,1.9,0.38,0.3,NA
23797057,23797063,0,0,1.36,0,0,0,1.24,0.52,41.23,16.77,24.86,14.01,0,0,0,0,NA
23797059,23797063,0,0,0.5,0,0,0,3.42,0.15,69.97,12.93,8.41,4.62,0,0,0,0,NA
23797061,23796553,0,0,6.48,0.45,0,0,6.17,0.62,45.19,6.96,17.9,14.9,0,0,1.33,0,NA
23797063,23796543,0,0,0.69,0.01,0,0,2.84,0.43,62.18,14.92,11.94,6.99,0,0,0,0,NA
23797065,23796555,0,0,1.3,0,0,0,7.7,0,71.89,4.53,9.85,4.73,0,0,0,0,NA
23797067,23796529,0.03,0,2.82,0.67,0.07,0.02,0,6.33,7.21,13.6,1.08,4.47,44.92,18.23,0.43,0.12,NA
23797069,23797021,0,0,5.63,3.33,0.08,0,0,6.3,11.12,32.77,0.48,3.55,34.1,2.19,0.27,0.19,NA
23797071,23796551,0,0,4.1,0.32,0.08,0.03,0.65,0.27,48.77,14.82,23.56,6.54,0,0,0.85,0,NA
23797073,23796547,0,0,2.06,0.69,0,0,5.26,0.38,48.28,11.96,20.69,8.97,0.55,0,0.4,0.75,NA
23797075,23796527,0,0,2.16,0.65,0.02,0,0,8.45,16.69,18.55,9.57,21.19,7.1,15.4,0.22,0,NA
23797077,23797097,0,0,3.49,2.19,0.13,0,0,3.14,0.19,0.6,0,0,34.04,56.21,0,0,NA
23797079,23797097,0,0,3.25,1.86,0.25,0.23,0,6.96,3.31,11.42,0.14,0,34.07,38.21,0.09,0.21,NA
23797081,23797089,0,0,0.53,0.49,0.29,0.08,0,2.08,0.37,3.91,0.2,0,28.4,63.65,0,0,NA
23797083,23796579,0,0,0.55,0,0,0,4.46,0.43,56.05,7.82,20.84,9.84,0,0,0,0,NA
23797085,23797087,0.17,0,4.35,2.17,0.61,0.42,0,6.96,8.31,11.9,2.66,4.96,36.28,21.22,0,0,NA
23797087,23797089,0.04,0,3.43,2.46,0.38,0.19,0,4.11,5.8,12.98,4.15,8.15,29.04,29.16,0.09,0.02,NA
23797089,23797019,0.03,0,3.15,2.4,0.4,0.2,0,3.78,5.08,11.69,3.63,7.09,28.54,33.82,0.18,0.02,NA
23797091,23796567,0,0,2.47,0.79,0.01,0,0,0.99,25.04,10.9,11.2,3.56,45.01,0,0,0.04,NA
23797093,23797095,0,0,3.7,1.23,0.06,0,0,2.49,11.86,19.89,12.58,21.6,4.67,21.63,0.29,0,NA
23797095,23797087,0,0,2.88,2.02,0.18,0.05,0,3.35,5.53,14.6,4.87,10.33,23.26,32.76,0.14,0.03,NA
23797097,23796517,0.07,0,3.35,3.04,0.71,0.31,0,5.1,2.13,7.33,0.09,0,30.57,47.12,0.06,0.13,NA
23797099,23796569,0,0,1.25,0.04,0,0,2.77,0.6,49.48,12.93,31.01,1.92,0,0,0,0,NA
23797101,23797105,0,0,2.8,0,0,0,8.05,0.14,46.14,23.57,16.75,2.56,0,0,0,0,NA
23797103,23797095,0,0,2.45,2.18,0.2,0.07,0,3.51,3.23,11.76,2.63,7.34,29.66,36.86,0.1,0,NA
23797105,23796575,0,0,2.77,0,0,0,7.98,0.14,45.93,24.05,16.6,2.54,0,0,0,0,NA
23797107,23797103,0,0,2.09,3.16,0.32,0.17,0,2.18,2.75,16.27,1.69,20.34,21.64,29.24,0.14,0,NA
23797109,23796519,0,0,2.69,1.14,0.07,0.06,0,2.72,25.72,19.22,6.09,10.25,19.55,11.92,0.44,0.11,NA
23797111,23796607,0,0,2.81,0.05,0,0,0.52,0,60.91,16.92,17.65,1.15,0,0,0,0,NA
23797113,23797103,0,0,2.66,1.47,0.17,0.02,0,5.34,4.63,9.01,2.41,0,39.39,34.8,0.1,0,NA
23797115,23796513,0,0,2.68,1.08,0.16,0.14,0,2.59,0.18,1.24,4.32,9.46,20.06,57.28,0.81,0,NA
23797117,23797125,0,0,2.42,0.34,0,0,0.72,3.1,35.36,24.24,8.56,6.41,18.68,0,0.17,0,NA
23797119,23797141,0,0,2.94,0,0,0,0,6.11,30.92,26.54,7.18,15.16,8.47,1.03,1.66,0,NA
23797121,23797141,0,0,4.18,0.26,0,0,0,4.59,17.27,30.15,6.13,27.22,7.16,0,2.68,0.36,NA
23797123,23796605,0,0,1.35,0.07,0,0,0.87,0,51.72,23.63,14.06,8.14,0,0,0.06,0.1,NA
23797125,23796603,0,0,2.3,0.31,0,0,0.67,3.08,36.07,25.48,8.47,6.21,17.26,0,0.16,0,NA
23797127,23797135,0.07,0,2.74,1.19,0.16,0.06,1.03,2.52,31.52,15.06,7.79,7.52,14.86,14.56,0.77,0.15,NA
23797129,23796509,0.34,0,1.75,1.68,0.34,0.11,0,3.95,0,1.11,1.73,0,19.43,68.87,0.7,0,NA
23797131,23796503,0.06,0,2.74,1.2,0.16,0.06,1.02,2.5,31.35,14.98,7.75,7.48,14.98,14.77,0.77,0.15,NA
23797133,23797123,0,0,2.01,0.1,0,0,0,0,51.88,18.6,17.2,10.2,0,0,0,0,NA
23797135,23797131,0.06,0,2.74,1.19,0.16,0.06,1.02,2.51,31.38,15,7.76,7.49,14.97,14.71,0.77,0.15,NA
23797137,23797147,0,0,2.11,2.43,0.11,0.02,0,2.4,0.22,3.6,0.38,0.06,22.58,65.39,0.62,0.09,NA
23797139,23797147,0,0,8.66,17.97,4.42,0.6,0,0,0.3,0.66,0,0,10.69,56.3,0.42,0,NA
23797141,23796595,0,0,3.69,0.42,0.03,0.06,1.23,5.3,18.37,22.09,7.86,19.3,18.67,1.29,1.61,0.1,NA
23797143,23797123,0,0,0,0,0,0,2.77,0,52.1,33.99,7.89,3.26,0,0,0,0,NA
23797145,23797179,0,0,3.64,3.52,0.1,0.01,0,1.23,3.03,3.9,0.76,10.05,23.89,48.16,1.65,0.05,NA
23797147,23797179,0,0,3.5,6.86,1.32,0.43,0,1.65,0.19,2.56,0.43,0.04,21.15,61.01,0.76,0.1,NA
23797149,23796593,0,0,1.9,1.01,0.14,0.01,0,7.45,2.9,13.22,3.32,1.56,40.27,25.16,2.9,0.16,NA
23797151,23796601,0,0,0.02,0.06,0,0,3.17,0,61.26,20.39,8.76,5.65,0.48,0,0.11,0.11,NA
23797153,23796591,0,0,1.41,0.22,0,0,0,1.11,35.58,26.32,9.27,13.71,11.86,0,0.52,0,NA
23797155,23796599,0,0,0.18,0.04,0.1,0,0,0.1,52.9,37.25,3.57,3.11,2.65,0,0,0.1,NA
23797157,23796623,0,0,4.78,0,0,0,0.5,0.13,59.12,11.86,23.01,0.61,0,0,0,0,NA
23797159,23796589,0,0,5.04,0.07,0.07,0,0,1.95,19.14,12.83,17.26,25.39,17.86,0.4,0,0,NA
23797161,23796709,0,0,4.99,0.03,0,0,0,0.54,78.15,4.83,11.34,0.12,0,0,0,0,NA
23797163,23797213,0,0,2.09,0.39,0.39,0.07,0,1.15,41.04,19.12,2.67,0.84,27.91,1.09,3.19,0.04,NA
23797165,23796711,0,0,3.54,0.05,0.02,0,3.01,0.82,62.33,9.04,17.11,3.3,0,0,0.77,0,NA
23797167,23796707,0,0,7.55,0,0,0,0,1.02,68.39,7.08,15.87,0.09,0,0,0,0,NA
23797169,23797181,0,0,6.43,0.05,0,0,0,0.71,52.29,8.61,31.92,0,0,0,0,0,NA
23797171,23797177,0,0,0.54,0.77,0,0,0,0,0.92,0.61,0.46,0.38,60.48,35.46,0.38,0,NA
23797173,23797177,0,0,2.22,1.74,0.19,0,0,0.36,2.73,4.82,1.33,0.84,52.67,31.93,0.94,0.22,NA
23797175,23796621,0,0,2.09,0.13,0,0,1.55,0,71.53,11.3,8.47,4.7,0,0,0,0.23,NA
23797177,23797195,0,0,1.91,1.56,0.16,0,0,0.29,2.44,4.04,1.17,0.75,54.05,32.51,0.93,0.18,NA
23797179,23797195,0,0,3.16,4.88,0.79,0.28,0,1.25,1.21,2.63,0.47,3.43,19.98,59.36,2.43,0.13,NA
23797181,23796705,0,0,6.11,0.04,0,0,0,0.64,53.01,8.41,31.51,0.29,0,0,0,0,NA
23797183,23796587,0,0,0,0,0,0,0,3.24,14.5,20.44,4.3,21.99,7.44,28.08,0,0,NA
23797185,23797213,0,0,2.05,0.75,0,0,0,0.16,24.96,30.59,4.07,0,22.32,13.44,1.5,0.16,NA
23797187,23796875,0,0,3.82,0,0,0,0,3.66,21.07,14.05,49.31,8.09,0,0,0,0,NA
23797189,23796873,0,0,4.46,0.33,0,0,2.78,3.22,23.46,21.67,6.51,23.17,13.34,1.06,0,0,NA
23797191,23796585,0,0,1.23,0.54,0,0,0,1.5,3.16,7.4,2.68,6.06,25.88,48.02,3.16,0.38,NA
23797193,23797199,0,0,1.44,3.01,0.09,0.04,0,3.78,0,1.98,1.35,1.71,23.44,60.73,2.43,0,NA
23797195,23797205,0,0,2.92,4.18,0.6,0.19,0,0.92,1.88,2.77,0.79,2.51,28.06,52.59,2.47,0.13,NA
23797197,23796703,0,0,2.05,0.2,0,0,8.93,0,67.39,13.31,6.34,1.79,0,0,0,0,NA
23797199,23796611,0,0,2.15,3.68,0.2,0.05,0,2.47,0,1.86,1.74,1.1,24.34,58.93,3.19,0.29,NA
23797201,23797239,0,0,0,0,0,0,16.32,1.09,43.19,17.8,5.78,15.81,0,0,0,0,NA
23797203,23796701,0,0,5.6,0,0,0,0,1,56.55,11.92,22.55,2.37,0,0,0,0,NA
23797205,23797219,0.1,0,2.93,4.31,0.65,0.19,0,0.9,1.95,2.75,0.79,2.48,28.17,52.1,2.55,0.12,NA
23797207,23797223,0,0,5.42,0,0,0,0,3.3,54.25,7.34,26.8,2.89,0,0,0,0,NA
23797209,23797223,0,0,8.29,0,0,0,0,0.23,54.84,10.28,25.2,1.16,0,0,0,0,NA
23797211,23796871,0,0,0.06,0.51,0,0,0,6.37,0.45,3.37,3.18,8.53,30.87,46.66,0,0,NA
23797213,23796491,0,0,3.82,3.78,1.59,0.17,0,1.38,23.8,17.17,3.05,0.3,35.57,7.42,1.87,0.08,NA
23797215,23796619,0,0,2.19,0,0,0,0,4.68,29.93,40.65,16.08,6.47,0,0,0,0,NA
23797217,23796617,0,0,2.33,0.27,0,0,0,7.39,9.21,28.9,18.38,11.26,22.19,0,0.07,0,NA
23797219,23796493,0.09,0,3.15,4.8,0.84,0.24,0,0.84,2.16,2.79,0.78,2.3,28.41,50.78,2.69,0.13,NA
23797221,23797233,0,0,1.31,0,0,0,0,0.37,39.79,8.93,35.04,14.57,0,0,0,0,NA
23797223,23797233,0,0,5.88,0,0,0,0,2.36,56.38,12.39,21.33,1.65,0,0,0,0,NA
23797225,23796667,0,0,3,0.04,0,0,6.86,0.81,47.4,20.85,17.65,3.2,0,0,0.2,0,NA
23797227,23797255,0,0,1.95,0,0,0,1.1,2.83,52.04,27.74,11.45,2.8,0,0,0.09,0,NA
23797229,23797255,0,0,2.92,0.06,0,0,0,1.39,62.47,13.62,18.2,1.25,0,0,0.1,0,NA
23797231,23797249,0,0,0,0,0,0,6.14,0.42,65.76,23.9,3.11,0,0,0,0.68,0,NA
23797233,23796699,0,0,4.58,0,0,0,0,2.02,51.41,12.29,24.45,5.23,0,0,0,0,NA
23797235,23796489,0.02,0,7.8,4.4,0.91,0.08,0,2.74,3.6,15.36,2.55,0.82,39.44,20.36,1.26,0.65,NA
23797237,23796665,0,0,1.97,0,0,0,1.28,2.77,47.66,36.63,5.8,3.76,0,0,0.14,0,NA
23797239,23796897,0,0,0,0,0,0,9.99,0.98,48.63,22.45,9.4,8.56,0,0,0,0,NA
23797241,23796483,0,0,1.84,4.91,1.17,0.58,0,5.11,3.15,11.04,2.07,1.17,34.1,32.99,1.87,0,NA
23797243,23797257,0.77,0,19.94,21.88,7.92,0.32,0,0.24,0,0,0.85,4.14,6.66,37.27,0,0,NA
23797245,23797261,0,0,2.33,0,0,0,0,0,77.84,19.83,0,0,0,0,0,0,NA
23797247,23796615,0,0,1.41,0.03,0,0,0,2.62,24.59,40.01,5.3,2.8,23.23,0,0,0,NA
23797249,23796895,0,0,0,0,0,0,4.81,0.37,64.52,28.44,1.55,0,0,0,0.32,0,NA
23797251,23796481,0,0,1.58,1.53,0.22,0,0,0,4.74,0.6,1.42,0,39.98,47.06,2.89,0,NA
23797253,23797301,0,0,2.07,0,0,0,0,1.26,53.35,16.19,26.09,1.03,0,0,0,0,NA
23797255,23797301,0,0,2.27,0.02,0,0,0.56,3.36,50.85,21.96,17.56,3.35,0,0,0.06,0,NA
23797257,23796881,0.72,0,19.39,30.77,17.71,3.17,0,0.13,0.21,0,0.45,2.17,3.49,19.53,2.28,0,NA
23797259,23796755,0,0,2.71,0,0,0,0,1.66,50.93,28.38,16.17,0.02,0,0,0.14,0,NA
23797261,23796697,0,0,0.9,0,0,0,0,0.55,72.75,22.6,3.19,0,0,0,0,0,NA
23797263,23797283,0,0,1.54,1.3,0,0,0,7.12,4.53,5.74,2.44,15.97,12.21,49.15,0,0,NA
23797265,23797269,0,0,2.62,0,0,0,0,0,69.08,25.25,1.91,1.13,0,0,0,0,NA
23797267,23797281,0,0,0.9,0.06,0,0,5.83,0.14,71.06,18.13,1.96,1.21,0,0,0.71,0,NA
23797269,23797281,0,0,2.37,0,0,0,0,0,69.71,25.16,1.73,1.02,0,0,0,0,NA
23797271,23797331,0,0,1.36,0,0,0,0,0.31,55.71,17.79,17.65,6.82,0,0,0.35,0,NA
23797273,23797331,0,0,2.11,0,0,0,0,0.4,44.86,24.39,24.07,3.7,0,0,0.47,0,NA
23797275,23797295,0,0,0,0,0,0,0,2.16,42.19,44.75,4.84,3.6,2.12,0,0.34,0,NA
23797277,23797295,0,0,3.15,0.04,0,0,0.04,1.9,37.95,41.03,4.51,11.36,0,0,0.04,0,NA
23797279,23797725,0,0,5.1,8.75,1.14,0,0,0.3,0.74,2.03,1.04,0,44.75,30.45,5.68,0.03,NA
23797281,23796893,0,0,1.04,0.05,0,0,5.59,0.14,69.96,19.54,1.84,1.29,0,0,0.56,0,NA
23797283,23796883,0,0,2.71,7.81,6.51,0.04,0,4.53,2.88,3.65,1.55,10.29,9.23,49.46,1.27,0.08,NA
23797285,23796629,0,0,4.68,2.39,0.23,0,0,0,0,0.68,0,0,24.86,63.17,2.96,1.03,NA
23797287,23796885,0,0,2.88,6.92,1.51,0.84,0,0,0,0,0,0,11.54,76.24,0,0.07,NA
23797289,23796753,0,0,1.16,0.05,0,0,1.93,1.8,28.59,24.36,32.25,9.53,0,0,0.34,0,NA
23797291,23797287,0,0,4,8.03,1.07,0.81,0,0,0,0,0,0,9.57,76.52,0,0,NA
23797293,23797291,0,0,0.89,5.14,0.49,0,0,0,0,0,0,0,5.67,87.82,0,0,NA
23797295,23796663,0,0,1.6,0.01,0,0,0.01,2.19,36.13,39.61,4.7,6.47,8.54,0.51,0.21,0,NA
23797297,23797287,0,0,0.28,4.37,2.46,0.9,0,0,0,0,0,0,15.74,76.13,0,0.11,NA
23797299,23797313,0,0,4.39,0.04,0,0,0.36,2.21,40.69,20.42,25.23,6.12,0.04,0,0.5,0,NA
23797301,23797303,0,0,2.63,0.03,0,0,0.36,3.12,47.56,19.46,21.75,4.97,0,0,0.09,0.04,NA
23797303,23797313,0,0,1.7,0.02,0,0,0.3,1.84,54.1,19.41,17.11,5.31,0.02,0,0.16,0.04,NA
23797305,23796661,0,0,0.94,0,0,0,0,5.55,32.1,33.15,14.88,3.24,9.6,0.42,0.03,0.08,NA
23797307,23797309,0,0,0.75,0,0,0,0.19,2.01,49.61,19.47,21.24,6.58,0,0,0.14,0,NA
23797309,23797303,0,0,1,0,0,0,0.28,1.02,57.09,19.75,14.56,6.06,0,0,0.18,0.05,NA
23797311,23796959,0,0,4.01,0.28,0,0,0,10.36,13.33,28.16,15.89,18.74,8.53,0.49,0.22,0,NA
23797313,23796693,0,0,2.28,0.03,0,0,0.29,1.91,50.55,19.59,18.94,5.77,0.06,0.15,0.36,0.06,NA
23797315,23797343,0,0,3.63,0,0,0,0,0,74.7,21.42,0.25,0,0,0,0,0,NA
23797317,23797309,0,0,0.83,0,0,0,0.09,0.41,62.25,19.7,10.96,5.56,0,0,0.21,0,NA
23797319,23797297,0,0,0.15,1.46,0,0,0,0,0,0,0,0,17.83,80.55,0,0,NA
23797321,23796691,0,0,0,0,0,0,3.66,0.38,35.03,16.03,25.79,17.85,0,0,1.25,0,NA
23797323,947090082,0,0,3.29,7,1.58,1.32,0,0,0,0,0,0.63,11.76,71.73,1.51,1.18,NA
23797325,23797015,0,0,1.9,0,0,0,3.58,0,60.24,15.85,15.48,2.95,0,0,0,0,NA
23797327,23796957,0,0,1.05,0.19,0,0,0,8.77,7.73,28.19,6.85,10.41,30.38,6.23,0.21,0,NA
23797329,23797333,0,0,2.54,2.03,0.65,0.04,0,5.2,1.47,8.84,1.82,3.49,30,43.18,0.24,0.49,NA
23797331,23796751,0,0,2,0,0,0,0,0.46,54.11,20.82,18.49,3.93,0,0,0.2,0,NA
23797333,23796635,0,0,2.18,3.15,1,0.05,0,4.01,1.13,6.92,1.4,2.78,26.78,47.11,2.88,0.6,NA
23797335,23796637,0,0,3.37,2.51,0.15,0.08,0,4.65,2.1,4.52,0.63,5.79,37.81,37.32,0.1,0.98,NA
23797337,947090050,0.05,0,1.81,2.99,0.31,0.14,0.1,0.34,12.76,17.85,0.35,9.26,35.59,15.1,3.12,0.22,NA
23797339,23796749,0,0,0,0,0,0,0.09,0,62.13,32.95,2.32,2.51,0,0,0,0,NA
23797341,23796955,0,0,0.65,0,0,0,0,4.26,0.87,13.09,4.53,11.4,60.17,5.02,0,0,NA
23797343,23796767,0,0,5,0.05,0,0,0.45,1.79,45.67,31.88,13.06,1.65,0,0,0.34,0.1,NA
23797345,23796997,0,0,1.35,0.22,0.01,0,0,2.17,33.55,18.92,22.41,18.04,0.84,2.21,0.29,0,NA
23797347,23796657,0,0,2.52,0.17,0,0,0,6.6,38.73,30.48,9.27,11.16,0,0.91,0.15,0,NA
23797349,23796641,0,0,3.25,3.48,0.08,0,0,5.41,0.15,5.91,4.13,8.11,45.67,22.7,0.98,0.15,NA
23797351,23796655,0,0,1.96,0.28,0,0,0,7.3,15.54,39.38,3.64,8,2.94,20.64,0.31,0,NA
23797353,23797367,0,0,3.71,0,0,0,1.37,1.06,51.17,17.72,12.46,10.13,2.14,0,0.1,0.14,NA
23797355,23797367,0,0,0.78,0,0,0,2.71,0.34,58.74,18.96,6.84,9.9,1.16,0,0.57,0,NA
23797357,23797337,0,0,3.22,6.34,0.21,0,0,0.36,7.98,8.77,0,5.01,43.29,21.77,2.51,0.54,NA
23797359,23796745,0,0,0.17,0,0,0,7.62,0.53,67.02,23.14,1.02,0.36,0,0,0.16,0,NA
23797361,23797351,0,0,0.83,0.25,0,0,0,7.51,15.76,36.52,3.04,9.67,3.68,22.73,0,0,NA
23797363,23796855,0.38,0,2.47,2.66,0.28,0.21,0.07,2.27,4.88,10.04,0.25,7.28,28.5,39.68,0.8,0.23,NA
23797365,23796743,0,0,0,0,0,0,0,0,72.32,23.3,1.11,0.26,0,0,3.01,0,NA
23797367,23796689,0,0,2.02,0,0,0,2.07,0.59,52.77,18.06,7.88,9.79,2.82,3.41,0.55,0.04,NA
23797369,23796953,0,0,2.16,8.11,0.3,0,0,0.36,0,0,0,0,61.38,27.57,0.12,0,NA
23797371,23797393,0,0,0,0,0,0,0,5.03,31.21,27.35,5.2,14.93,16.28,0,0,0,NA
23797373,23797369,0,0,2.35,8.83,0.33,0,0,0.39,0,0,0,0,62.33,25.77,0,0,NA
23797375,23796763,0,0,0.6,0.03,0,0,4.91,2.19,25.04,22.2,34.52,9.63,0,0,0.79,0.09,NA
23797377,23797375,0,0,0,0,0,0,1.8,0.54,20.71,21.92,37.78,17.07,0,0,0.18,0,NA
23797379,23797363,0,0,6.28,6.01,0.27,0.09,0,2.82,1.82,25.02,0,23.48,3.55,30.66,0,0,NA
23797381,23797337,0.07,0,1.46,1.89,0.31,0.07,0.14,0.35,15.01,21.81,0.49,11.2,33.27,11.36,2.5,0.08,NA
23797383,23796853,0,0,0.61,4.45,0.63,0.38,0,0,0.42,0,0.49,0,13.77,76.73,1.86,0.67,NA
23797385,23796761,0,0,0.34,0.08,0.04,0.02,0,0.38,61.21,30.51,0.87,0.83,3.89,1.23,0.59,0,NA
23797387,23796741,0,0,2.55,0,0,0,0,12.55,13.67,39.04,17.66,5.87,4.03,0.9,1.66,2.06,NA
23797389,23797397,0,0,2.05,3.03,0.22,0,0,8.22,3.51,10.12,0.52,8.19,42.77,21.36,0,0,NA
23797391,23796687,0,0,1.8,0.44,0.05,0,4.52,0.11,56.11,17.73,3.78,5.78,8.74,0.05,0.65,0.24,NA
23797393,23797413,0,0,0,0.16,0.27,0,0,5.75,30.24,22.15,6.73,19.54,9.18,2.44,3.48,0.05,NA
23797395,23797413,0,0,2.34,0,0,0,0,2.83,39.54,28.35,10.95,9.1,2.34,0.54,3.77,0.25,NA
23797397,23796647,0,0,2.08,3.45,0.32,0,0,7.25,3.1,8.92,0.46,7.22,45.75,21.41,0,0.03,NA
23797399,23797375,0,0,0.99,0,0,0,9.35,3.19,17.74,15.76,47.34,4.82,0,0,0.6,0.21,NA
23797401,23796675,0,0,2.43,1.87,0.74,0.13,0,4.3,16.1,21.61,3.95,3.12,28.16,17.53,0.09,0,NA
23797403,23796685,0,0,3.44,0.95,0.09,0.02,0.02,1.13,41.48,25.15,8.01,5.81,13.38,0,0.24,0.29,NA
23797405,23796759,0,0,4.63,0.11,0,0,7.03,0.5,56.01,11.61,7.53,12.11,0,0,0.27,0.21,NA
23797407,23796857,0.13,0,2.84,4.22,0.26,0.04,0,0.9,7.08,15.66,0,4.35,50.77,12.37,0.96,0.43,NA
23797409,23796639,0.56,0,1.92,3.14,0.4,0.48,0,0,0,0.4,0.39,1.25,37.58,49.6,1.55,2.75,NA
23797411,23797419,0,0,5.57,3.23,0.44,0.12,0,1.98,12.35,15.42,0.61,0,53.35,6.94,0,0,NA
23797413,23796681,0,0,2.35,0.29,0.06,0,0,5.51,27.28,24.24,7.27,9.48,16.5,3.94,2.97,0.14,NA
23797415,23797419,0,0,3.97,1.07,0.03,0,0,2.49,12.11,21.21,0.15,2.05,52.39,4.52,0,0,NA
23797417,23797427,1.53,0,5.99,4.59,0.93,0.05,0,0.73,0.2,1.67,0,0,43.29,40.39,0.28,0.35,NA
23797419,23796833,0,0,3.53,2.07,0.18,0.07,0,3.87,9.26,14.77,0.21,1.17,52.62,11.32,0.89,0.03,NA
23797421,23796859,0.19,0,1.31,1.88,0.2,0.21,0,0.2,2.66,2.31,0.21,0.79,26.13,62.59,1.06,0.26,NA
23797423,23797425,7.8,0,2.14,2.92,0,0,0,0,0,0,0,0,55.95,30.02,0,1.17,NA
23797425,23797409,1.38,0,2.39,1.97,0.17,0.03,0,0,0,0.11,0,0,51.37,39.58,1.49,1.52,NA
23797427,23796673,1.84,0,5.42,5.88,1.86,0.7,0.13,0.59,0.09,1.39,0.05,0.03,41.99,37.96,1.14,0.92,NA
23797429,23796861,0,0,2.88,3.06,0.04,0.02,0,1.17,2.8,23.53,0.15,4.89,43.28,16.93,1.25,0,NA
23797431,23797421,0.21,0,1.76,2.15,0.27,0.29,0,0.28,2.87,3.22,0.08,1.11,22.1,65.19,0.46,0,NA
23797433,23797445,0,0,0.9,0.13,0,0,0,0,2.94,13.83,0,0,22.66,59.54,0,0,NA
23797437,23797415,0,0,6.63,1.61,0,0,0,0.71,20.86,17.84,0.58,2.25,47.71,1.8,0,0,NA
23797439,23797415,0,0,4.22,1.42,0.08,0,0,0.79,14.48,34.14,0,1.25,36.35,7.26,0,0,NA
23797441,23797453,0.06,0,2.44,3.1,0.17,0.07,0,3.54,1.57,6.57,0.72,0,36.47,44.02,1.24,0.02,NA
23797443,23796715,0,0,6.39,2.44,0.53,0.03,0,6.07,10.82,14.77,3.66,4.3,33.15,16.18,1.17,0.51,NA
